"Oaxaca: Tablas de mortalidad por sexo, 1970-2015",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,Hombres,,,,,,,,Mujeres,,,,,,,,Total,,,,,,
year y edad,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x),,q(x),m(x),l(x),d(x),L(x),T(x),e(x)
,,,,,,,,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,
0,0.11809244,0.12874913,100000,11809,91723,5506948,55.0694751,,0.10214404,0.10983946,100000,10214,92994,6245737,62.4573661,,0.11031273,0.11943002,100000,11031,92366,5856135,58.56135385
1,0.02407699,0.02440606,88191,2123,87002,5415225,61.40353976,,0.02324906,0.02355574,89786,2087,88617,6152743,68.5270573,,0.0236684,0.02398632,88969,2106,87790,5763769,64.78421794
2,0.01343156,0.01352786,86067,1156,85455,5328223,61.90757086,,0.01227936,0.0123598,87698,1077,87127,6064126,69.14769546,,0.01286297,0.01295127,86863,1117,86271,5675980,65.34406175
3,0.00902661,0.00906836,84911,766,84520,5242768,61.74400786,,0.00765829,0.00768832,86621,663,86283,5976999,69.00149787,,0.00834448,0.00838014,85746,716,85381,5589709,65.18940885
4,0.00695578,0.00698006,84145,585,83852,5158248,61.30196052,,0.00533956,0.00535385,85958,459,85728,5890716,68.53022806,,0.00614309,0.00616201,85030,522,84769,5504328,64.73383474
5,0.00528828,0.00530231,83560,442,83338,5074396,60.72784821,,0.00320722,0.00321237,85499,274,85362,5804987,67.89542931,,0.00424193,0.00425095,84508,358,84328,5419559,64.13086773
6,0.00427281,0.00428196,83118,355,82940,4991057,60.04804542,,0.00261702,0.00262045,85225,223,85113,5719625,67.11227734,,0.00344165,0.00344758,84149,290,84004,5335231,63.40193652
7,0.00356962,0.00357601,82763,295,82615,4908117,59.30357599,,0.00220444,0.00220687,85002,187,84908,5634512,66.28706096,,0.00288595,0.00289012,83860,242,83739,5251226,62.61917132
8,0.00307798,0.00308273,82467,254,82340,4825502,58.51423567,,0.00190975,0.00191158,84814,162,84733,5549604,65.43240518,,0.00249401,0.00249712,83618,209,83513,5167488,61.79896368
9,0.00273808,0.00274184,82213,225,82101,4743162,57.69335463,,0.00169916,0.00170061,84652,144,84580,5464871,64.55664768,,0.00221974,0.0022222,83409,185,83317,5083974,60.95222653
10,0.00251291,0.00251607,81988,206,81885,4661061,56.85038546,,0.0015554,0.00155661,84508,131,84443,5380291,63.66567598,,0.00203658,0.00203866,83224,169,83139,5000658,60.08671349
11,0.00237631,0.00237914,81782,194,81685,4579176,55.99234602,,0.00146414,0.00146521,84377,124,84315,5295848,62.76407707,,0.0019239,0.00192575,83055,160,82975,4917519,59.20831469
12,0.0023143,0.00231698,81588,189,81493,4497491,55.12452773,,0.00141575,0.00141675,84254,119,84194,5211533,61.85537407,,0.00186972,0.00187147,82895,155,82817,4834544,58.32148171
13,0.00231102,0.00231369,81399,188,81305,4415998,54.25123885,,0.00140449,0.00140548,84134,118,84075,5127339,60.94236106,,0.00186318,0.00186491,82740,154,82663,4751727,57.42979451
14,0.00235888,0.00236167,81211,192,81115,4334693,53.37574698,,0.00142528,0.0014263,84016,120,83956,5043264,60.02737148,,0.00189778,0.00189958,82586,157,82507,4669064,56.53606306
15,0.00244708,0.00245008,81019,198,80920,4253578,52.50077008,,0.00147346,0.00147455,83896,124,83834,4959307,59.11233612,,0.00196545,0.00196738,82429,162,82348,4586557,55.64260946
16,0.00256987,0.00257318,80821,208,80717,4172658,51.62833284,,0.00154242,0.00154361,83773,129,83708,4875473,58.19882687,,0.00205967,0.0020618,82267,169,82182,4504209,54.75120306
17,0.00272162,0.00272533,80613,219,80504,4091940,50.76006521,,0.00162889,0.00163022,83643,136,83575,4791765,57.28796034,,0.0021765,0.00217887,82097,179,82008,4422027,53.86317389
18,0.00289232,0.00289651,80394,233,80278,4011437,49.89722791,,0.00172923,0.00173073,83507,144,83435,4708190,56.38061293,,0.00230918,0.00231185,81919,189,81824,4340019,52.97957238
19,0.00308108,0.00308584,80161,247,80038,3931159,49.04051559,,0.00183969,0.00184138,83363,153,83286,4624754,55.47741117,,0.00245502,0.00245804,81730,201,81629,4258195,52.10103822
20,0.00328314,0.00328854,79914,262,79783,3851121,48.190536,,0.00195899,0.00196091,83209,163,83128,4541468,54.57873902,,0.00261178,0.0026152,81529,213,81422,4176566,51.22803221
21,0.00349327,0.00349939,79652,278,79513,3771338,47.34762729,,0.00208174,0.00208391,83046,173,82960,4458340,53.68488692,,0.00277461,0.00277846,81316,226,81203,4095143,50.36087041
22,0.00370713,0.00371402,79374,294,79227,3691825,46.51185361,,0.00220679,0.00220923,82874,183,82782,4375380,52.79583536,,0.00294085,0.00294519,81090,238,80971,4013940,49.49960031
23,0.0039262,0.00393393,79080,310,78924,3612599,45.68306144,,0.00233042,0.00233314,82691,193,82594,4292598,51.91149701,,0.00310929,0.00311413,80852,251,80726,3932969,48.64412673
24,0.0041466,0.00415522,78769,327,78606,3533674,44.86115982,,0.00245564,0.00245866,82498,203,82397,4210004,51.03158773,,0.00327979,0.00328518,80600,264,80468,3852243,47.79428852
25,0.00436367,0.00437322,78442,342,78271,3455069,44.04587514,,0.00257668,0.00258001,82295,212,82189,4127607,50.15598108,,0.00344727,0.00345322,80336,277,80198,3771775,46.94991538
26,0.00458129,0.00459182,78100,358,77921,3376797,43.23672944,,0.00269646,0.0027001,82083,221,81973,4045418,49.28425997,,0.00361507,0.00362162,80059,289,79914,3691577,46.11059552
27,0.0048,0.00481156,77742,373,77556,3298876,42.43342181,,0.0028114,0.00281536,81862,230,81747,3963445,48.41616096,,0.0037816,0.00378877,79770,302,79619,3611663,45.27608028
28,0.00501142,0.00502402,77369,388,77175,3221320,41.6356751,,0.00292349,0.00292777,81632,239,81513,3881698,47.55125294,,0.00394372,0.00395151,79468,313,79311,3532044,44.44604948
29,0.00522485,0.00523855,76982,402,76780,3144145,40.84286368,,0.00303303,0.00303764,81393,247,81270,3800186,46.68921075,,0.00410612,0.00411457,79155,325,78992,3452733,43.62004779
30,0.00543273,0.00544754,76579,416,76371,3067365,40.0547586,,0.00313813,0.00314306,81146,255,81019,3718916,45.82973103,,0.00426402,0.00427314,78830,336,78662,3373740,42.79783529
31,0.00564161,0.00565758,76163,430,75948,2990994,39.27082519,,0.00324288,0.00324815,80892,262,80760,3637897,44.97243006,,0.00442258,0.00443239,78494,347,78320,3295079,41.978968
32,0.00585199,0.00586918,75734,443,75512,2915046,38.49079857,,0.00334493,0.00335054,80629,270,80494,3557137,44.11711892,,0.00458072,0.00459124,78146,358,77967,3216759,41.16322845
33,0.00605742,0.00607584,75290,456,75062,2839534,37.71443191,,0.00344905,0.00345501,80360,277,80221,3476642,43.26350586,,0.00473769,0.00474895,77788,369,77604,3138792,40.35035425
34,0.00626985,0.00628959,74834,469,74599,2764472,36.94123222,,0.00355708,0.00356342,80083,285,79940,3396421,42.41151073,,0.00489994,0.00491198,77420,379,77230,3061188,39.54005354
35,0.00648344,0.00650455,74365,482,74124,2689872,36.17115824,,0.00366575,0.00367249,79798,293,79651,3316481,41.56112651,,0.00506295,0.00507581,77041,390,76845,2983958,38.73229144
36,0.00670245,0.00672501,73883,495,73635,2615749,35.40394286,,0.00377625,0.0037834,79505,300,79355,3236830,40.71220145,,0.00522925,0.00524297,76651,401,76450,2907112,37.92684681
37,0.0069287,0.00695281,73388,508,73133,2542114,34.63946706,,0.00389855,0.00390617,79205,309,79050,3157475,39.86462966,,0.00540492,0.00541958,76250,412,76043,2830662,37.12359241
38,0.00716611,0.00719191,72879,522,72618,2468980,33.87766342,,0.00402422,0.00403234,78896,317,78737,3078424,39.01869657,,0.00558772,0.00560339,75838,424,75625,2754619,36.32261824
39,0.00741311,0.00744072,72357,536,72089,2396362,33.11858218,,0.00415795,0.00416662,78579,327,78415,2999687,38.17433199,,0.00577955,0.00579631,75414,436,75196,2678993,35.52391252
40,0.00767338,0.00770297,71821,551,71545,2324274,32.36219774,,0.00430529,0.00431458,78252,337,78083,2921272,37.33163554,,0.00598442,0.00600239,74978,449,74753,2603798,34.72751443
41,0.00795166,0.00798344,71270,567,70986,2252729,31.60858397,,0.00446663,0.00447664,77915,348,77741,2843189,36.49089345,,0.00620513,0.00622446,74529,462,74298,2529044,33.93358231
42,0.00824819,0.00828239,70703,583,70411,2181743,30.85793682,,0.00463763,0.00464842,77567,360,77387,2765448,35.65237457,,0.00643924,0.00646006,74067,477,73828,2454747,33.14234046
43,0.00857044,0.00860738,70120,601,69819,2111333,30.11042296,,0.00482802,0.00483971,77207,373,77021,2688061,34.81615975,,0.00669521,0.00671772,73590,493,73343,2380919,32.35389802
44,0.00891114,0.00895108,69519,619,69208,2041514,29.36639735,,0.00503756,0.00505029,76835,387,76641,2611040,33.9826445,,0.00696917,0.00699357,73097,509,72842,2307575,31.56860781
45,0.00928157,0.00932491,68899,639,68579,1972305,28.62594936,,0.00526464,0.00527855,76447,402,76246,2534399,33.15217141,,0.00726594,0.00729246,72588,527,72324,2234733,30.78665391
46,0.00968426,0.00973146,68260,661,67929,1903726,27.88945523,,0.00551638,0.00553165,76045,419,75835,2458153,32.32498556,,0.00759047,0.00761942,72060,547,71786,2162409,30.00832995
47,0.01012269,0.01017427,67599,684,67256,1835798,27.15730367,,0.00579447,0.00581132,75625,438,75406,2382318,31.50152061,,0.00794446,0.00797618,71513,568,71229,2090623,29.23403
48,0.0105938,0.01065031,66914,709,66559,1768542,26.42991536,,0.00609576,0.00611441,75187,458,74958,2306912,30.68220768,,0.00832423,0.00835907,70945,591,70650,2019394,28.46413972
49,0.01111281,0.01117502,66206,736,65837,1701982,25.70756234,,0.00642766,0.00644841,74729,480,74489,2231954,29.86732255,,0.00874191,0.00878034,70355,615,70047,1948745,27.69887956
50,0.01167201,0.01174066,65470,764,65087,1636145,24.99084767,,0.00679475,0.00681794,74249,505,73996,2157466,29.05731045,,0.0091961,0.00923865,69740,641,69418,1878698,26.93875295
51,0.01227493,0.01235089,64706,794,64308,1571058,24.28009252,,0.00719257,0.00721856,73744,530,73479,2083469,28.25268161,,0.00968601,0.00973323,69098,669,68763,1809280,26.18415019
52,0.01293187,0.01301621,63911,826,63497,1506751,23.57563187,,0.00763658,0.00766589,73214,559,72934,2009991,27.45374517,,0.01022586,0.0102785,68429,700,68079,1740516,25.43536833
53,0.01364684,0.01374081,63085,861,62653,1443254,22.87796661,,0.00811665,0.00814977,72655,590,72359,1937057,26.66116854,,0.01081197,0.01087084,67729,732,67362,1672438,24.69299705
54,0.01442123,0.01452623,62224,897,61774,1380600,22.18759614,,0.0086393,0.00867684,72065,623,71753,1864698,25.87525277,,0.01144888,0.01151492,66997,767,66613,1605075,23.95743984
55,0.01526001,0.01537764,61327,936,60857,1318826,21.50495215,,0.00921457,0.00925729,71442,658,71113,1792944,25.09639407,,0.01214388,0.01221822,66230,804,65827,1538463,23.22912272
56,0.01616533,0.01629741,60391,976,59901,1257968,20.83047492,,0.00984521,0.00989399,70784,697,70435,1721832,24.32515438,,0.01290172,0.01298567,65426,844,65003,1472636,22.50854805
57,0.01715131,0.0173001,59415,1019,58904,1198067,20.16454599,,0.0105305,0.01058634,70087,738,69717,1651397,23.5620584,,0.01372869,0.0138238,64582,887,64137,1407633,21.7962216
58,0.0182139,0.01838182,58395,1064,57862,1139164,19.50772954,,0.0112747,0.01133874,69349,782,68957,1581679,22.80750745,,0.01462537,0.01473337,63695,932,63228,1343496,21.0926765
59,0.0193529,0.01954262,57332,1110,56775,1081302,18.86038566,,0.0120922,0.01216591,68567,829,68152,1512722,22.06189669,,0.01559838,0.01572132,62763,979,62273,1280268,20.39834037
60,0.0205906,0.02080554,56222,1158,55642,1024526,18.22275683,,0.01297866,0.01306362,67738,879,67298,1444570,21.32583136,,0.01665468,0.01679493,61784,1029,61268,1217995,19.71366128
61,0.02192396,0.02216786,55065,1207,54459,968885,17.59538738,,0.01394246,0.01404057,66859,932,66392,1377273,20.59969124,,0.01779798,0.01795827,60755,1081,60213,1156727,19.03910208
62,0.02335958,0.02363674,53857,1258,53226,914426,16.97862861,,0.01498779,0.01510124,65927,988,65431,1310881,19.88390941,,0.01903302,0.01921648,59674,1136,59104,1096514,18.37506672
63,0.02490208,0.02521738,52599,1310,51942,861200,16.37281653,,0.01613109,0.01626261,64939,1048,64413,1245450,19.17887102,,0.02037119,0.02058154,58538,1192,57940,1037410,17.72191527
64,0.02656503,0.02692426,51290,1363,50605,809258,15.77823063,,0.01736289,0.01751539,63891,1109,63335,1181036,18.4851439,,0.02181427,0.02205572,57346,1251,56718,979470,17.08007721
65,0.02834347,0.0287529,49927,1415,49216,758653,15.19523466,,0.0187085,0.01888572,62782,1175,62193,1117701,17.8029615,,0.02337141,0.02364885,56095,1311,55437,922752,16.44986628
66,0.03025337,0.03072045,48512,1468,47774,709437,14.6239683,,0.0201639,0.02036997,61607,1242,60984,1055509,17.13287564,,0.0250479,0.02536694,54784,1372,54095,867315,15.8316049
67,0.03231173,0.03284528,47044,1520,46280,661663,14.06467632,,0.02173997,0.02197976,60365,1312,59706,994525,16.47519609,,0.0268543,0.02722147,53412,1434,52691,813220,15.2255499
68,0.03451257,0.0351222,45524,1571,44734,615382,13.51770095,,0.02344859,0.02372788,59053,1385,58358,934818,15.83025508,,0.02879367,0.02921635,51977,1497,51225,760529,14.63196929
69,0.03687759,0.03757476,43953,1621,43138,570648,12.98313981,,0.02529447,0.02561987,57668,1459,56935,876461,15.19840691,,0.03088358,0.03137053,50481,1559,49697,709304,14.05101662
70,0.03939864,0.04019577,42332,1668,41493,527511,12.46123434,,0.02729207,0.02767142,56209,1534,55439,819525,14.5798989,,0.03312412,0.03368515,48922,1620,48107,659607,13.4829406
71,0.04209716,0.04300893,40664,1712,39802,486018,11.95195641,,0.02945768,0.02990027,54675,1611,53866,764087,13.97501501,,0.03554004,0.03618696,47301,1681,46455,611500,12.92781831
72,0.04500359,0.0460477,38952,1753,38069,446216,11.45539553,,0.03179053,0.03230682,53065,1687,52217,710221,13.38408122,,0.03813815,0.03888445,45620,1740,44744,565045,12.38589054
73,0.04809577,0.04929085,37199,1789,36298,408147,10.97184233,,0.03432583,0.0349288,51378,1764,50491,658004,12.80721006,,0.04093257,0.04179389,43880,1796,42976,520300,11.85729869
74,0.05139088,0.05275845,35410,1820,34492,371849,10.50114862,,0.03704744,0.03775113,49614,1838,48689,607513,12.2447853,,0.0439138,0.0449072,42084,1848,41153,477324,11.34217177
75,0.05492113,0.05648689,33591,1845,32659,337357,10.0431988,,0.03999275,0.04081444,47776,1911,46814,558824,11.69676059,,0.0471293,0.04827606,40236,1896,39280,436171,10.84033324
76,0.05866926,0.06046072,31746,1862,30805,304697,9.59805379,,0.04315593,0.04411484,45865,1979,44868,512010,11.16334586,,0.05056964,0.05189309,38340,1939,37362,396891,10.35196847
77,0.06270458,0.06475676,29883,1874,28936,273892,9.1654119,,0.0465807,0.04770049,43886,2044,42856,467142,10.64445381,,0.0542897,0.05581899,36401,1976,35404,359529,9.87694551
78,0.06699072,0.06934013,28009,1876,27060,244956,8.74548444,,0.05026451,0.05157176,41842,2103,40781,424286,10.14027016,,0.05827102,0.06003775,34425,2006,33412,324126,9.41550795
79,0.07159968,0.07429226,26133,1871,25186,217896,8.33793084,,0.05419986,0.055724,39739,2154,38652,383505,9.65070641,,0.06255109,0.06459302,32419,2028,31394,290714,8.96747916
80,0.07647181,0.07955395,24262,1855,23322,192710,7.94288171,,0.05845142,0.06022933,37585,2197,36475,344853,9.1753613,,0.0671323,0.06949189,30391,2040,29359,259320,8.53282917
81,0.08163572,0.08516115,22407,1829,21479,169388,7.55973079,,0.06302167,0.06509512,35388,2230,34261,308378,8.71424004,,0.07202313,0.07474847,28351,2042,27317,229961,8.11131534
82,0.08712371,0.09115491,20577,1793,19667,147909,7.18791888,,0.06787461,0.07028794,33158,2251,32019,274117,8.26709908,,0.07723045,0.08037575,26309,2032,25279,202644,7.70253629
83,0.09300727,0.09762084,18785,1747,17897,128241,6.82692995,,0.07311647,0.07592736,30907,2260,29763,242098,7.83310275,,0.08281938,0.08645085,24277,2011,23257,177365,7.30590723
84,0.09924723,0.10452445,17038,1691,16177,110344,6.47655693,,0.07872961,0.0820017,28647,2255,27504,212335,7.41206777,,0.08878567,0.09297714,22266,1977,21263,154108,6.921116
85,0.1060183,0.11206997,15347,1627,14518,94167,6.1360287,,0.08486917,0.08868824,26392,2240,25255,184831,7.00334078,,0.09528871,0.1001394,20289,1933,19307,132845,6.54752287
86,0.11336798,0.12032524,13720,1555,12926,79649,5.805519,,0.09158754,0.09605675,24152,2212,23028,159576,6.60714548,,0.10238105,0.10800963,18356,1879,17399,113539,6.18535692
87,0.12134772,0.12936605,12164,1476,11410,66723,5.48518365,,0.09894209,0.10418575,21940,2171,20836,136548,6.22368418,,0.11009708,0.11664291,16477,1814,15552,96139,5.83484647
88,0.13001314,0.13927717,10688,1390,9977,55313,5.17515911,,0.10699559,0.11316376,19769,2115,18692,115712,5.85313556,,0.11850361,0.12613438,14663,1738,13776,80587,5.49606575
89,0.13942419,0.15015357,9299,1296,8634,45335,4.8755612,,0.11581649,0.12309065,17654,2045,16611,97020,5.49565275,,0.12765081,0.13656549,12925,1650,12081,66811,5.16912255
90,0.14964525,0.16210166,8002,1197,7387,36701,4.58648406,,0.1254792,0.1340792,15609,1959,14608,80409,5.15136129,,0.13762526,0.14806537,11275,1552,10480,54730,4.85401981
91,0.16074513,0.17524084,6805,1094,6242,29314,4.30799883,,0.13606427,0.1462569,13651,1857,12699,65801,4.82035703,,0.14846494,0.16071461,9723,1444,8982,44250,4.55084054
92,0.17279706,0.18970522,5711,987,5202,23072,4.04015245,,0.14765853,0.15976805,11793,1741,10899,53102,4.50270408,,0.16032187,0.17473664,8280,1327,7597,35268,4.25943771
93,0.18587841,0.20564555,4724,878,4270,17871,3.78296654,,0.16035504,0.17477614,10052,1612,9223,42202,4.19843288,,0.17327093,0.19027825,6952,1205,6331,27671,3.98001548
94,0.20007033,0.22323147,3846,769,3447,13601,3.53643603,,0.17425279,0.19146659,8440,1471,7681,32980,3.90753815,,0.18742341,0.20754511,5748,1077,5191,21340,3.7126997
95,0.21545715,0.24265409,3076,663,2732,10154,3.30052759,,0.18945619,0.21004989,6969,1320,6286,25299,3.6299767,,0.20278674,0.22663306,4671,947,4179,16149,3.45770565
96,0.23212543,0.26412888,2414,560,2121,7422,3.07517773,,0.20607425,0.23076533,5649,1164,5045,19013,3.36566465,,0.21920848,0.2474471,3723,816,3298,11970,3.21485571
97,0.25016272,0.28789905,1853,464,1610,5301,2.86028976,,0.2242191,0.25388515,4485,1006,3961,13968,3.11447405,,0.23730121,0.2708921,2907,690,2547,8672,2.9828392
98,0.26965585,0.31423942,1390,375,1193,3691,2.65572903,,0.24400419,0.27971944,3479,849,3035,10007,2.87622749,,0.2569407,0.29697943,2217,570,1918,6125,2.76234893
99,0.29068871,0.3434608,1015,295,859,2498,2.46131463,,0.26554153,0.30862183,2630,698,2263,6972,2.65068915,,0.27822463,0.32604131,1648,458,1406,4207,2.55318628
100,0.31333937,0.37591509,720,226,600,1639,2.27680389,,0.28893823,0.34099597,1932,558,1637,4709,2.43754889,,0.30122925,0.35843256,1189,358,999,2801,2.35508817
101,0.33767649,0.41200115,494,167,405,1039,2.10186256,,0.31429187,0.37730321,1374,432,1144,3072,2.23639178,,0.32605563,0.3946077,831,271,687,1801,2.1676367
102,0.36375495,0.45217149,327,119,263,634,1.93600514,,0.34168472,0.41807131,942,322,770,1928,2.04663797,,0.35277267,0.43505768,560,198,454,1115,1.99031085
103,0.39161054,0.49694005,208,82,164,370,1.77847005,,0.37117659,0.46390481,620,230,496,1158,1.86741805,,0.38142861,0.48034267,362,138,288,661,1.82230672
104,0.42125375,0.54689116,127,53,98,206,1.62794769,,0.40279619,0.51549684,390,157,305,662,1.69730379,,0.41204361,0.5311025,224,92,174,373,1.66226678
105,0.45266261,0.60268986,73,33,55,109,1.48195842,,0.43653107,0.57364309,233,102,177,357,1.53369598,,0.44460113,0.58806874,132,59,100,199,1.50766261
106,0.48577475,0.66509388,40,20,29,54,1.33535161,,0.47231616,0.63925797,131,62,97,180,1.37135462,,0.47903832,0.6520788,73,35,54,99,1.35330959
107,0.52047892,0.73496743,21,11,15,24,1.17646183,,0.51002139,0.71339354,69,35,50,83,1.19864193,,0.51523555,0.72409217,38,20,27,45,1.18756725
108,0.55660634,0.81329727,10,6,7,10,0.97659077,,0.54943888,0.79726155,34,19,23,33,0.98722475,,0.55300573,0.80520949,18,10,13,18,0.98193364
109,1,0.90121128,4,3,3,3,1.10961771,,1,0.89225932,15,9,10,10,1.12075041,,1,0.89669451,8,5,5,5,1.11520701
,,,,,,,,,,,,,,,,,,,,,,,
1971,,,,,,,,,,,,,,,,,,,,,,,
0,0.1077687,0.11657414,100000,10777,92446,5672860,56.72859601,,0.09295945,0.09929029,100000,9296,93624,6308079,63.08079273,,0.10054468,0.10805858,100000,10054,93046,5976718,59.76718356
1,0.02193137,0.02220407,89223,1957,88127,5580413,62.54446718,,0.02108958,0.02134163,90704,1913,89633,6214455,68.51353428,,0.021516,0.02177841,89946,1935,88862,5883672,65.4137205
2,0.01135953,0.01142833,87266,991,86741,5492286,62.9370443,,0.0104976,0.01055633,88791,932,88297,6124823,68.98010603,,0.01093422,0.01099795,88010,962,87500,5794810,65.84243562
3,0.00723595,0.00726275,86275,624,85957,5405545,62.65479356,,0.00632051,0.00634095,87859,555,87576,6036525,68.70692743,,0.00677984,0.00680337,87048,590,86747,5707310,65.56513404
4,0.00549989,0.00551506,85651,471,85415,5319588,62.10789338,,0.00451017,0.00452036,87304,394,87107,5948950,68.14083573,,0.00500284,0.00501539,86458,433,86242,5620563,65.00934487
5,0.00429361,0.00430285,85180,366,84997,5234173,61.44860413,,0.00293625,0.00294057,86910,255,86782,5861843,67.4472893,,0.003612,0.00361854,86025,311,85870,5534321,64.33369752
6,0.0033647,0.00337037,84814,285,84671,5149176,60.7114234,,0.00229963,0.00230228,86655,199,86555,5775060,66.64444294,,0.00283072,0.00283474,85715,243,85593,5448452,63.56510196
7,0.00274845,0.00275223,84529,232,84412,5064505,59.91470149,,0.00186827,0.00187002,86456,162,86375,5688505,65.79690185,,0.00230819,0.00231085,85472,197,85373,5362859,62.74412924
8,0.0023271,0.00232981,84296,196,84198,4980093,59.07845028,,0.00156466,0.00156589,86294,135,86226,5602131,64.91912289,,0.00194641,0.00194831,85275,166,85192,5277485,61.88813304
9,0.00203784,0.00203992,84100,171,84014,4895895,58.2150865,,0.00134808,0.00134899,86159,116,86101,5515904,64.02007538,,0.00169406,0.0016955,85109,144,85037,5192294,61.00785292
10,0.00184546,0.00184716,83929,155,83851,4811880,57.33294117,,0.00119555,0.00119627,86043,103,85991,5429803,63.1058213,,0.00152244,0.0015236,84964,129,84900,5107257,60.1105312
11,0.00172984,0.00173134,83774,145,83701,4728029,56.43801801,,0.0010944,0.001095,85940,94,85893,5343812,62.1807597,,0.00141492,0.00141592,84835,120,84775,5022358,59.20142315
12,0.00167708,0.00167849,83629,140,83559,4644328,55.53494987,,0.00103535,0.00103589,85846,89,85801,5257919,61.24833722,,0.00135979,0.00136072,84715,115,84657,4937582,58.28459859
13,0.0016783,0.00167971,83489,140,83419,4560769,54.62740329,,0.00101257,0.00101308,85757,87,85714,5172117,60.31129851,,0.00134966,0.00135058,84600,114,84543,4852925,57.36328074
14,0.00172987,0.00173137,83349,144,83276,4477350,53.71839827,,0.00102539,0.00102592,85670,88,85626,5086404,59.37192293,,0.00138223,0.00138318,84486,117,84427,4768382,56.44013093
15,0.00182357,0.00182523,83204,152,83128,4394074,52.81061907,,0.00106695,0.00106752,85582,91,85537,5000778,58.43235189,,0.00144964,0.00145069,84369,122,84308,4683955,55.51756006
16,0.00195471,0.00195662,83053,162,82971,4310945,51.90618544,,0.00113704,0.00113769,85491,97,85442,4915241,57.49422896,,0.00154924,0.00155044,84247,131,84181,4599647,54.59743162
17,0.00211819,0.00212044,82890,176,82802,4227974,51.0068666,,0.00123073,0.00123149,85394,105,85341,4829798,56.55910773,,0.00167587,0.00167728,84116,141,84046,4515466,53.68137195
18,0.00230631,0.00230897,82715,191,82619,4145171,50.11407738,,0.00134215,0.00134305,85289,114,85231,4744457,55.62818661,,0.00182322,0.00182489,83975,153,83899,4431420,52.77064699
19,0.0025174,0.00252057,82524,208,82420,4062552,49.2287676,,0.00147066,0.00147174,85174,125,85112,4659226,54.70227641,,0.00199029,0.00199228,83822,167,83739,4347522,51.86612234
20,0.00274103,0.00274479,82316,226,82203,3980132,48.35174732,,0.00161262,0.00161392,85049,137,84980,4574114,53.78210698,,0.00216974,0.0021721,83655,182,83564,4263783,50.96856022
21,0.00297742,0.00298186,82091,244,81968,3897929,47.48327137,,0.00176047,0.00176202,84912,149,84837,4489134,52.86816969,,0.00235854,0.00236133,83474,197,83375,4180219,50.0783025
22,0.00321966,0.00322485,81846,264,81714,3815960,46.62357873,,0.00191585,0.00191769,84762,162,84681,4404297,51.96052505,,0.00255457,0.00255784,83277,213,83170,4096844,49.19551178
23,0.00346412,0.00347013,81583,283,81441,3734246,45.77256131,,0.00207168,0.00207383,84600,175,84512,4319615,51.05930538,,0.00275235,0.00275614,83064,229,82950,4013673,48.32022709
24,0.00370898,0.00371588,81300,302,81149,3652805,44.92993689,,0.00222814,0.00223063,84425,188,84331,4235103,50.16426594,,0.00295107,0.00295543,82835,244,82713,3930724,47.45220886
25,0.00395205,0.00395988,80998,320,80838,3571656,44.09534148,,0.00237848,0.00238131,84237,200,84136,4150773,49.2751726,,0.00314635,0.00315131,82591,260,82461,3848011,46.59117894
26,0.00419053,0.00419933,80678,338,80509,3490817,43.26831736,,0.00252795,0.00253115,84036,212,83930,4066636,48.39146029,,0.00333954,0.00334513,82331,275,82194,3765550,45.73665643
27,0.00442202,0.00443183,80340,355,80163,3410308,42.44829473,,0.00266876,0.00267233,83824,224,83712,3982706,47.51283483,,0.00352541,0.00353164,82056,289,81911,3683356,44.88823317
28,0.0046489,0.00465974,79985,372,79799,3330146,41.63461665,,0.00280451,0.00280845,83600,234,83483,3898994,46.63863725,,0.00370694,0.00371383,81767,303,81615,3601445,44.04527472
29,0.00487254,0.00488445,79613,388,79419,3250347,40.82674236,,0.0029356,0.00293992,83366,245,83243,3815512,45.7683981,,0.00388491,0.00389247,81464,316,81305,3519829,43.20729618
30,0.0050885,0.00510149,79225,403,79024,3170928,40.02420015,,0.0030607,0.00306539,83121,254,82994,3732268,44.90168011,,0.00405642,0.00406467,81147,329,80983,3438524,42.37385847
31,0.0053036,0.00531771,78822,418,78613,3091904,39.22634982,,0.00317942,0.00318449,82866,263,82735,3649275,44.03799818,,0.00422454,0.00423349,80818,341,80647,3357541,41.54440951
32,0.00551204,0.00552729,78404,432,78188,3013291,38.43283621,,0.00329408,0.00329952,82603,272,82467,3566540,43.17686634,,0.00438752,0.00439717,80477,353,80300,3276894,40.71854042
33,0.00572186,0.00573829,77972,446,77749,2935103,37.64308506,,0.00340938,0.00341521,82331,281,82191,3484073,42.31791299,,0.00455163,0.00456202,80124,365,79941,3196594,39.89577923
34,0.00593035,0.005948,77526,460,77296,2857355,36.8568383,,0.00352773,0.00353397,82050,289,81905,3401883,41.46097507,,0.00471653,0.00472769,79759,376,79571,3116653,39.07591601
35,0.00614675,0.00616572,77066,474,76829,2780059,36.07373613,,0.00364407,0.00365073,81761,298,81612,3319977,40.60598705,,0.00488424,0.0048962,79383,388,79189,3037082,38.2587247
